ticket_text,sentiment,topic
Thanks for the quick resolution of i can't update my profile details.,positive,account
Appreciate the support on error 500 while uploading a file.,positive,technical
Still waiting for a fix on need refund for over‑charge.,negative,billing
Great job handling please update my billing address.,positive,billing
Appreciate the support on error 500 while uploading a file.,positive,technical
Great job handling internet has been down since morning.,positive,service
Thanks for the quick resolution of internet has been down since morning.,positive,service
This is unacceptable: service unavailable in my area.,negative,service
Appreciate the support on cannot connect to server.,positive,technical
This is unacceptable: password‑reset link not working.,negative,account
Great job handling please update my billing address.,positive,billing
Great job handling password‑reset link not working.,positive,account
Appreciate the support on requesting integration with slack.,positive,feature
Great job handling password‑reset link not working.,positive,account
I'm frustrated because i can't update my profile details!,negative,account
Appreciate the support on account locked after failed attempts.,positive,account
I'm frustrated because need an export‑to‑csv feature!,negative,feature
I'm frustrated because service unavailable in my area!,negative,service
Great job handling error 500 while uploading a file.,positive,technical
I'm frustrated because please add a dark‑mode option!,negative,feature
Still waiting for a fix on need refund for over‑charge.,negative,billing
I'm frustrated because need refund for over‑charge!,negative,billing
I'm frustrated because i can't update my profile details!,negative,account
Thanks for the quick resolution of cannot connect to server.,positive,technical
Appreciate the support on pages load very slowly.,positive,service
Great job handling my invoice is incorrect.,positive,billing
This is unacceptable: password‑reset link not working.,negative,account
Appreciate the support on password‑reset link not working.,positive,account
Thanks for the quick resolution of need refund for over‑charge.,positive,billing
Still waiting for a fix on need refund for over‑charge.,negative,billing
Thanks for the quick resolution of need an export‑to‑csv feature.,positive,feature
I'm frustrated because need an export‑to‑csv feature!,negative,feature
Great job handling need an export‑to‑csv feature.,positive,feature
I'm frustrated because need refund for over‑charge!,negative,billing
Great job handling need an export‑to‑csv feature.,positive,feature
